id,amount,date,country,client_fio,account_number,status,transaction_status
65716,292883.35,2025-02-22 23:14:19,Азербайджан,Ефремов Татьяна Гавриилович,407027382855792179,СНГ (не подозрительная),высокий риск
65717,113299.82,2025-01-06 05:10:34,Нигерия,Сазонов Глафира Харитоновна,407028897435217629,Серый список FATF (риск),высокий риск
65718,133666.31,2024-12-16 08:06:10,Люксембург,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,высокий риск
65719,69690.15,2024-06-14 16:11:42,Новая Зеландия,Калинина Феофан Еремеевич,407029784052617125,Низкий риск,высокий риск
65720,226983.95,2024-06-16 15:29:51,Молдова,Григорьев Сидор Валерьянович,407021422101636308,Низкий риск,высокий риск
65721,265928.42,2025-01-26 09:05:17,Мьянма,Носов Владлен Юрьевна,407027024671771862,Черный список FATF (высокий риск),высокий риск
65722,11256.61,2025-01-20 16:53:32,Уганда,Мельникова Иларион Владленович,407023390744506589,Серый список FATF (риск),высокий риск
65723,31907.21,2025-05-10 01:06:52,Румыния,Морозов Никандр Жоресович,407024412293052799,Низкий риск,средний риск
65724,243900.29,2024-09-14 20:05:06,Египет,Мельникова Иларион Владленович,407023390744506589,Низкий риск,высокий риск
65725,260682.24,2024-07-22 03:40:32,Алжир,Рогова Ипполит Богдановна,407024521165925159,Низкий риск,высокий риск
65726,214495.93,2025-05-16 07:55:45,Камерун,Лихачев Виктория Архиповна,407025480493393751,Низкий риск,высокий риск
65727,266857.65,2024-08-21 08:45:25,Киргизия,Суворова Антип Венедиктович,407027258610623307,СНГ (не подозрительная),высокий риск
65728,197284.87,2025-02-26 00:04:20,Греция,Журавлев Таисия Анатольевна,407027032200835920,Низкий риск,высокий риск
65729,132604.31,2025-05-21 22:09:25,Нигерия,Ширяева Капитон Кузьминична,407020338023134503,Серый список FATF (риск),высокий риск
65730,268915.58,2025-04-20 02:57:36,Габон,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
65731,179218.92,2025-05-15 12:56:52,Таджикистан,Мельникова Иларион Владленович,407023390744506589,СНГ (не подозрительная),высокий риск
65732,44371.30,2025-05-02 10:17:45,Казахстан,Рыбакова Галактион Еремеевич,407028928450777605,СНГ (не подозрительная),средний риск
65733,260459.71,2025-02-01 12:37:58,Мьянма,Наумова Мариан Рубеновна,407027067985643745,Черный список FATF (высокий риск),высокий риск
65734,107934.63,2024-07-03 05:56:59,Малайзия,Пономарев Алевтина Тарасович,407027876927717238,Низкий риск,высокий риск
65735,50349.64,2025-05-19 05:26:43,Финляндия,Копылов Варфоломей Валентинович,407021751784656084,Низкий риск,высокий риск
65736,118057.70,2025-05-25 01:09:51,Кувейт,Журавлев Таисия Анатольевна,407027032200835920,Низкий риск,высокий риск
65737,240648.19,2024-07-29 16:10:37,Гватемала,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
65738,287067.93,2024-09-22 02:18:37,Буркина-Фасо,Турова Леон Александрович,407026579325266148,Серый список FATF (риск),высокий риск
65739,124523.23,2024-11-04 10:00:48,Албания,Яковлева Евфросиния Аверьянович,407022165925789005,Серый список FATF (риск),высокий риск
65740,65324.03,2024-08-20 02:20:15,Гондурас,Комиссаров Роман Артемовна,407024198289642178,Низкий риск,высокий риск
65741,287295.49,2025-06-01 20:53:32,Черногория,Ефремов Авксентий Ефстафьевич,407020969495136460,Низкий риск,высокий риск
65742,152897.35,2025-04-09 03:33:24,Эфиопия,Молчанова Орест Афанасьевич,407027011438863131,Низкий риск,высокий риск
65743,109065.78,2024-10-23 19:05:25,Канада,Гущина Акулина Федосьевич,407021866717368457,Низкий риск,высокий риск
65744,49442.43,2025-04-13 13:13:30,Боливия,Бирюкова Синклитикия Афанасьевна,407029114357208580,Низкий риск,средний риск
65745,20759.15,2025-05-03 13:29:35,Индия,Лазарева Севастьян Арсенович,407029505838984306,Низкий риск,средний риск
65746,290935.84,2025-01-16 05:35:24,Йемен,Мельникова Иларион Владленович,407023390744506589,Серый список FATF (риск),высокий риск
65747,42716.13,2024-08-25 08:40:52,Словения,Зайцева Ираклий Зиновьевич,407022548496226115,Низкий риск,средний риск
65748,138981.46,2024-09-20 18:53:32,Иран,Потапова Захар Львовна,407029928036946620,Черный список FATF (высокий риск),высокий риск
65749,285277.36,2025-05-15 03:07:47,Кувейт,Копылов Варфоломей Валентинович,407021751784656084,Низкий риск,высокий риск
65750,110503.36,2024-11-28 08:40:02,Ботсвана,Федотов Автоном Борисович,407023319234962651,Низкий риск,высокий риск
65751,260122.70,2025-03-27 21:07:36,Непал,Носов Владлен Юрьевна,407027024671771862,Низкий риск,высокий риск
65752,31795.45,2025-05-25 02:16:00,Молдова,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,средний риск
65753,45432.29,2024-07-30 04:47:38,Дания,Воронов Никодим Артемовна,407025481793962991,Низкий риск,средний риск
65754,133754.31,2024-07-06 18:44:25,Ирак,Фролова Фома Феодосьевич,407025839175829766,Высокая коррупция (риск),высокий риск
65755,295576.77,2024-11-14 09:10:46,Шри-Ланка,Наумова Мариан Рубеновна,407027067985643745,Низкий риск,высокий риск
65756,63819.22,2025-03-26 02:47:59,Кипр,Ефремов Авксентий Ефстафьевич,407020969495136460,Офшор (риск),высокий риск
65757,229424.41,2025-04-25 05:25:05,Турция,Бирюкова Синклитикия Афанасьевна,407029114357208580,Серый список FATF (риск),высокий риск
65758,97186.63,2024-11-14 16:37:10,Оман,Хохлова Евфросиния Егорович,407022921912713131,Низкий риск,высокий риск
65759,55551.40,2025-03-10 14:37:34,Руанда,Панфилов Вениамин Станиславовна,407023424917518868,Низкий риск,высокий риск
65760,171953.29,2024-12-31 06:08:17,Катар,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,высокий риск
65761,210177.26,2024-08-01 11:33:13,Португалия,Ефремов Татьяна Гавриилович,407027382855792179,Низкий риск,высокий риск
65762,8687.76,2025-01-03 19:40:35,Гана,Прохорова Леонид Аскольдовна,407027117316682861,Серый список FATF (риск),высокий риск
65763,30160.35,2024-10-16 01:43:09,Куба,Зайцева Ираклий Зиновьевич,407022548496226115,Санкционная (высокий риск),высокий риск
65764,155822.82,2025-01-02 06:36:25,Перу,Молчанова Орест Афанасьевич,407027011438863131,Низкий риск,высокий риск
65765,268838.46,2024-10-03 19:10:12,Словения,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
65766,159041.20,2024-07-10 23:05:10,Руанда,Калашникова Лаврентий Фокич,407029022446497446,Низкий риск,высокий риск
65767,83215.60,2024-06-23 15:24:55,ЮАР,Кондратьев Иосиф Харламович,407025897414452387,Серый список FATF (риск),высокий риск
65768,204828.55,2024-06-04 19:53:52,Колумбия,Копылов Варфоломей Валентинович,407021751784656084,Низкий риск,высокий риск
65769,268981.44,2025-01-02 19:10:06,Кения,Мишин Кир Витальевич,407022433722473948,Низкий риск,высокий риск
65770,58133.36,2024-06-24 10:44:52,Аргентина,Копылов Варфоломей Валентинович,407021751784656084,Низкий риск,высокий риск
65771,184056.77,2024-06-24 18:05:11,Йемен,Котов Кондрат Ерофеевич,407023795449503350,Серый список FATF (риск),высокий риск
65772,216152.81,2024-09-30 13:31:29,Киргизия,Пономарев Алевтина Тарасович,407027876927717238,СНГ (не подозрительная),высокий риск
65773,183554.18,2024-07-07 08:47:57,Новая Зеландия,Григорьев Сидор Валерьянович,407021422101636308,Низкий риск,высокий риск
65774,133635.81,2024-06-30 03:14:36,Колумбия,Котов Прокофий Борисовна,407027375099712618,Низкий риск,высокий риск
65775,130253.44,2024-11-15 22:33:43,Канада,Кондратьев Иосиф Харламович,407025897414452387,Низкий риск,высокий риск
65776,288496.91,2024-11-08 06:04:08,Сербия,Субботин Лидия Федоровна,407020761873820098,Низкий риск,высокий риск
65777,166018.58,2024-11-16 15:44:22,Швейцария,Панфилов Вениамин Станиславовна,407023424917518868,Офшор (риск),высокий риск
65778,218753.96,2025-02-19 01:15:22,Эквадор,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
65779,176062.29,2024-09-26 12:16:15,Румыния,Морозов Никандр Жоресович,407024412293052799,Низкий риск,высокий риск
65780,123100.22,2025-04-14 21:27:31,Ливан,Савельева Остромир Ермолаевич,407022851704819711,Низкий риск,высокий риск
65781,261183.06,2024-12-21 01:40:40,Португалия,Пономарев Алевтина Тарасович,407027876927717238,Низкий риск,высокий риск
65782,151681.20,2024-09-13 02:16:44,Мьянма,Семенов Боян Станиславовна,407024771193433353,Черный список FATF (высокий риск),высокий риск
65783,143492.09,2024-12-28 19:11:58,Кувейт,Воробьева Модест Викторовна,407023234711946109,Низкий риск,высокий риск
65784,43961.19,2024-08-10 19:38:13,Южная Корея,Мельникова Иларион Владленович,407023390744506589,Низкий риск,средний риск
65785,96967.06,2025-02-09 13:18:05,Шри-Ланка,Фролов Андрон Ярославович,407024762708899642,Низкий риск,высокий риск
65786,244877.83,2024-10-13 08:28:49,Израиль,Власов Прокофий Демьянович,407020440552063870,Низкий риск,высокий риск
65787,261983.72,2025-02-07 12:10:13,Ливан,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,высокий риск
65788,152710.96,2025-04-24 06:37:04,Гана,Щукина Феоктист Захаровна,407021872838525157,Серый список FATF (риск),высокий риск
65789,149869.43,2025-05-01 07:35:19,Австралия,Чернова Тамара Робертовна,407022491000847007,Низкий риск,высокий риск
65790,29376.39,2024-07-29 01:33:14,Гондурас,Красильникова Афиноген Алексеевич,407022004262198905,Низкий риск,средний риск
65791,159421.29,2024-08-13 18:17:45,Казахстан,Мельникова Иларион Владленович,407023390744506589,СНГ (не подозрительная),высокий риск
65792,91360.18,2024-12-10 09:48:14,Беларусь,Гришин Куприян Трофимович,407020929029803383,СНГ (не подозрительная),высокий риск
65793,266669.87,2025-04-21 16:10:07,Сербия,Лаврентьева Митофан Владимировна,407021197300443094,Низкий риск,высокий риск
65794,278924.09,2025-04-26 05:44:59,Черногория,Дьячкова Тимофей Тарасовна,407029658795477744,Низкий риск,высокий риск
65795,214466.78,2024-09-06 19:30:59,Перу,Попов Глеб Валентиновна,407023333752568116,Низкий риск,высокий риск
65796,211430.23,2024-08-03 03:25:35,Сомали,Рогова Ипполит Богдановна,407024521165925159,Высокая коррупция (риск),высокий риск
65797,16539.30,2025-05-23 20:36:33,Бангладеш,Герасимова Азарий Борисович,407023871409972991,Низкий риск,низкий риск
65798,222966.67,2025-04-26 11:48:54,Марокко,Суворова Антип Венедиктович,407027258610623307,Низкий риск,высокий риск
65799,198181.30,2024-10-04 16:16:32,Люксембург,Бирюкова Синклитикия Афанасьевна,407029114357208580,Низкий риск,высокий риск
65800,184090.05,2025-05-13 20:22:12,Бельгия,Лихачев Виктория Архиповна,407025480493393751,Низкий риск,высокий риск
65801,23593.58,2025-04-23 18:55:23,Непал,Кононов Гордей Еремеевич,407029454576526663,Низкий риск,средний риск
65802,7380.68,2025-02-18 04:07:16,Гана,Воробьева Модест Викторовна,407023234711946109,Серый список FATF (риск),высокий риск
65803,3645.71,2025-02-13 03:54:59,Мальта,Прохорова Леонид Аскольдовна,407027117316682861,Офшор (риск),высокий риск
65804,135509.29,2025-02-09 13:49:03,Израиль,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
65805,182898.21,2025-02-13 04:25:20,Латвия,Галкин Лора Викторовна,407024645732982407,Низкий риск,высокий риск
65806,150387.25,2024-10-08 07:13:39,ЮАР,Данилов Харитон Анисимович,407021911450758375,Серый список FATF (риск),высокий риск
65807,238946.00,2024-12-15 16:49:29,Япония,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
65808,277510.78,2025-04-24 21:07:04,Афганистан,Кононов Мечислав Тарасовна,407020933108062598,Санкционная (высокий риск),высокий риск
65809,211940.46,2025-05-26 13:58:16,Литва,Устинов Анастасия Львовна,407020067821431385,Низкий риск,высокий риск
65810,68712.09,2025-02-19 03:41:28,Дания,Лихачева Адриан Евгеньевна,407023221026097082,Низкий риск,высокий риск
65811,269933.39,2025-02-11 21:30:38,Аргентина,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
65812,114453.85,2024-12-18 17:53:16,Бангладеш,Щукина Феоктист Захаровна,407021872838525157,Низкий риск,высокий риск
65813,284394.08,2025-05-05 03:11:42,Малайзия,Кононова Давыд Денисович,407029896933648536,Низкий риск,высокий риск
65814,182453.69,2024-06-16 22:08:25,Австрия,Лихачев Виктория Архиповна,407025480493393751,Низкий риск,высокий риск
65815,177156.67,2024-08-29 00:52:22,Мальта,Гришин Куприян Трофимович,407020929029803383,Офшор (риск),высокий риск
65816,132925.20,2024-11-30 07:15:26,Словакия,Лебедева Никифор Феликсовна,407028968930657910,Низкий риск,высокий риск
65817,183551.48,2024-12-11 07:45:49,Болгария,Яковлева Евфросиния Аверьянович,407022165925789005,Низкий риск,высокий риск
65818,109880.45,2024-09-03 00:56:48,Колумбия,Бурова Андрон Филимонович,407029159343950331,Низкий риск,высокий риск
65819,51318.94,2024-08-28 03:04:38,Гвинея,Мельникова Иларион Владленович,407023390744506589,Низкий риск,высокий риск
65820,70603.57,2024-08-23 04:14:50,Эфиопия,Лихачева Адриан Евгеньевна,407023221026097082,Низкий риск,высокий риск
65821,217059.29,2024-12-19 06:21:37,Боливия,Прохорова Леонид Аскольдовна,407027117316682861,Низкий риск,высокий риск
65822,231255.72,2025-05-27 06:27:09,Норвегия,Журавлева Бажен Тимуровна,407021312206113808,Низкий риск,высокий риск
65823,204373.38,2024-12-13 15:50:21,Катар,Ефимова Фаина Яковлевич,407029541745721663,Низкий риск,высокий риск
65824,190233.94,2025-03-22 02:00:18,Джибути,Фролова Фома Феодосьевич,407025839175829766,Низкий риск,высокий риск
65825,288811.09,2025-01-01 20:51:31,Албания,Потапова Захар Львовна,407029928036946620,Серый список FATF (риск),высокий риск
65826,264652.91,2025-01-01 18:30:20,Бельгия,Ефремов Авксентий Ефстафьевич,407020969495136460,Низкий риск,высокий риск
65827,204522.55,2024-08-28 01:22:55,Танзания,Калашникова Лаврентий Фокич,407029022446497446,Серый список FATF (риск),высокий риск
65828,115150.44,2024-09-18 13:08:53,Эквадор,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,высокий риск
65829,66147.39,2025-04-12 07:52:03,Катар,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
65830,164755.77,2025-05-19 16:49:25,Швеция,Воронов Никодим Артемовна,407025481793962991,Низкий риск,высокий риск
65831,158707.56,2024-08-09 19:00:23,Мексика,Дорофеева Евгения Даниловна,407022943802337773,Низкий риск,высокий риск
65832,238647.42,2024-11-03 13:35:15,Казахстан,Иванова Эраст Харитонович,407022667374044683,СНГ (не подозрительная),высокий риск
65833,3246.25,2025-02-02 06:40:10,Индия,Ефимова Фаина Яковлевич,407029541745721663,Низкий риск,низкий риск
65834,53157.76,2024-11-09 01:46:50,Филиппины,Фролова Фома Феодосьевич,407025839175829766,Серый список FATF (риск),высокий риск
65835,154315.14,2025-02-20 10:39:14,Буркина-Фасо,Кононов Гордей Еремеевич,407029454576526663,Серый список FATF (риск),высокий риск
65836,206926.58,2024-07-18 23:09:22,Марокко,Иванова Эраст Харитонович,407022667374044683,Низкий риск,высокий риск
65837,217541.64,2024-09-07 00:59:39,Япония,Галкин Лора Викторовна,407024645732982407,Низкий риск,высокий риск
65838,208480.64,2025-03-12 06:44:20,Непал,Лазарева Севастьян Арсенович,407029505838984306,Низкий риск,высокий риск
65839,125712.56,2025-01-19 01:42:10,Ирак,Кудрявцева Агата Степановна,407022693681622964,Высокая коррупция (риск),высокий риск
65840,166622.97,2025-03-28 15:52:18,Ботсвана,Молчанова Орест Афанасьевич,407027011438863131,Низкий риск,высокий риск
65841,231473.87,2024-11-20 17:08:01,Монголия,Князев Никодим Ниловна,407022241940342207,Низкий риск,высокий риск
65842,288577.88,2025-05-28 08:57:24,Латвия,Исаева Амвросий Эльдаровна,407022642841529921,Низкий риск,высокий риск
65843,84093.18,2024-06-24 20:17:22,Молдова,Рогова Феофан Фролович,407021538735222408,Низкий риск,высокий риск
65844,77896.33,2024-07-21 20:50:16,Чили,Бурова Андрон Филимонович,407029159343950331,Низкий риск,высокий риск
65845,147212.57,2024-07-19 10:21:29,Гана,Прохорова Леонид Аскольдовна,407027117316682861,Серый список FATF (риск),высокий риск
65846,87032.96,2025-05-25 13:40:43,Албания,Фролова Фома Феодосьевич,407025839175829766,Серый список FATF (риск),высокий риск
65847,5993.99,2024-07-31 16:26:45,Пакистан,Копылова Зосима Ефимович,407028622344292159,Низкий риск,низкий риск
65848,288168.68,2025-02-14 15:19:00,Румыния,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,высокий риск
65849,188728.81,2025-04-01 17:24:42,Танзания,Кононова Давыд Денисович,407029896933648536,Серый список FATF (риск),высокий риск
65850,216732.89,2024-08-29 15:36:27,Албания,Гущина Акулина Федосьевич,407021866717368457,Серый список FATF (риск),высокий риск
65851,206362.45,2025-04-01 23:27:05,Малайзия,Ширяева Капитон Кузьминична,407020338023134503,Низкий риск,высокий риск
65852,288500.46,2024-06-14 03:24:30,Хорватия,Воронцов Александра Марсович,407024975051720717,Низкий риск,высокий риск
65853,178145.34,2025-05-29 07:20:04,Чад,Устинов Анастасия Львовна,407020067821431385,Низкий риск,высокий риск
65854,52413.15,2025-01-05 23:54:15,Шри-Ланка,Фомин Агап Ильич,407024988896595239,Низкий риск,высокий риск
65855,141767.59,2025-01-10 13:26:31,Латвия,Гуляев Яков Евсеевич,407023990206477136,Низкий риск,высокий риск
65856,47752.44,2024-10-28 13:35:54,Нидерланды,Филиппов Антонина Анатольевна,407022163828264858,Низкий риск,средний риск
65857,195083.50,2025-02-06 10:39:59,Вьетнам,Котов Прокофий Борисовна,407027375099712618,Низкий риск,высокий риск
65858,212223.81,2024-07-22 10:04:50,Иран,Мельникова Иларион Владленович,407023390744506589,Черный список FATF (высокий риск),высокий риск
65859,108995.69,2025-02-05 23:35:11,Гана,Журавлев Таисия Анатольевна,407027032200835920,Серый список FATF (риск),высокий риск
65860,53883.18,2024-09-24 14:28:31,Новая Зеландия,Филиппов Антонина Анатольевна,407022163828264858,Низкий риск,высокий риск
65861,55706.87,2024-08-06 02:44:09,Турция,Лазарева Севастьян Арсенович,407029505838984306,Серый список FATF (риск),высокий риск
65862,281823.01,2024-10-27 11:17:03,Канада,Воробьева Модест Викторовна,407023234711946109,Низкий риск,высокий риск
65863,121259.55,2024-10-28 13:19:59,Эстония,Калинина Феофан Еремеевич,407029784052617125,Низкий риск,высокий риск
65864,60293.24,2024-12-07 17:57:36,Панама,Морозов Дмитрий Иосифович,407020131473225662,Серый список FATF (риск),высокий риск
65865,199979.07,2024-10-26 19:55:18,Узбекистан,Попов Глеб Валентиновна,407023333752568116,СНГ (не подозрительная),высокий риск
65866,258404.90,2025-04-09 13:11:33,Мальта,Герасимова Азарий Борисович,407023871409972991,Офшор (риск),высокий риск
65867,98723.92,2024-07-22 19:37:57,Йемен,Абрамов Клавдия Григорьевич,407029651532310884,Серый список FATF (риск),высокий риск
65868,197575.27,2024-12-15 22:34:28,Эстония,Щербаков Бажен Федоровна,407027071950740306,Низкий риск,высокий риск
65869,71485.50,2025-03-27 04:34:49,Судан,Семенов Боян Станиславовна,407024771193433353,Санкционная (высокий риск),высокий риск
65870,175596.39,2024-10-04 07:23:16,Китай,Рыбакова Галактион Еремеевич,407028928450777605,Низкий риск,высокий риск
65871,42945.19,2024-07-15 15:45:01,Польша,Морозов Дмитрий Иосифович,407020131473225662,Низкий риск,средний риск
65872,245303.59,2025-04-09 19:01:31,Монако,Фролов Андрон Ярославович,407024762708899642,Офшор (риск),высокий риск
65873,231809.57,2024-08-27 21:39:22,Словения,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
65874,2129.80,2024-11-01 21:37:40,Бахрейн,Потапова Захар Львовна,407029928036946620,Низкий риск,низкий риск
65875,74570.06,2024-10-01 23:04:18,Гана,Морозов Никандр Жоресович,407024412293052799,Серый список FATF (риск),высокий риск
65876,195478.37,2024-11-20 20:43:56,ЮАР,Чернова Тамара Робертовна,407022491000847007,Серый список FATF (риск),высокий риск
65877,95529.90,2024-09-16 11:31:04,Узбекистан,Абрамов Клавдия Григорьевич,407029651532310884,СНГ (не подозрительная),высокий риск
65878,94297.02,2025-05-30 08:19:28,Вьетнам,Гуляев Яков Евсеевич,407023990206477136,Низкий риск,высокий риск
65879,70647.67,2024-08-13 22:52:17,Непал,Воробьева Модест Викторовна,407023234711946109,Низкий риск,высокий риск
65880,262559.90,2024-07-26 05:13:21,Эквадор,Кононов Гордей Еремеевич,407029454576526663,Низкий риск,высокий риск
65881,77005.09,2024-07-28 05:41:23,Чили,Гущина Акулина Федосьевич,407021866717368457,Низкий риск,высокий риск
65882,91148.77,2024-11-14 07:42:21,Новая Зеландия,Григорьев Сидор Валерьянович,407021422101636308,Низкий риск,высокий риск
65883,64760.35,2024-10-03 10:53:57,Эфиопия,Бурова Андрон Филимонович,407029159343950331,Низкий риск,высокий риск
65884,235434.73,2025-04-12 05:27:09,Сербия,Суворова Антип Венедиктович,407027258610623307,Низкий риск,высокий риск
65885,1531.49,2025-04-27 22:13:43,Сингапур,Яковлев Панфил Тимофеевна,407023253184640696,Офшор (риск),высокий риск
65886,162793.19,2024-10-11 03:36:26,Иран,Рогова Ипполит Богдановна,407024521165925159,Черный список FATF (высокий риск),высокий риск
65887,72578.51,2025-04-01 23:12:38,Латвия,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
65888,151485.50,2025-02-25 05:23:55,Никарагуа,Савина Флорентин Адрианович,407023424408906955,Санкционная (высокий риск),высокий риск
65889,87983.03,2024-11-05 09:30:26,Ангола,Семенов Боян Станиславовна,407024771193433353,Высокая коррупция (риск),высокий риск
65890,41837.83,2025-03-20 12:48:00,Аргентина,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,средний риск
65891,141732.99,2025-05-21 23:26:25,Алжир,Морозов Никандр Жоресович,407024412293052799,Низкий риск,высокий риск
65892,54622.43,2025-05-20 02:13:43,Габон,Наумова Мариан Рубеновна,407027067985643745,Низкий риск,высокий риск
65893,246046.32,2024-06-27 19:12:52,Мали,Тарасов Станимир Антонович,407024070881143104,Серый список FATF (риск),высокий риск
65894,111778.87,2025-02-04 22:21:16,Бельгия,Рыбакова Галактион Еремеевич,407028928450777605,Низкий риск,высокий риск
65895,208311.10,2024-07-25 02:24:10,Катар,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,высокий риск
65896,90334.16,2025-05-17 07:23:11,Буркина-Фасо,Копылов Варфоломей Валентинович,407021751784656084,Серый список FATF (риск),высокий риск
65897,12780.22,2025-02-25 16:41:42,Эфиопия,Дмитриев Ермолай Федоровна,407028773741004260,Низкий риск,низкий риск
65898,104795.91,2024-11-20 16:06:06,Лаос,Власов Прокофий Демьянович,407020440552063870,Низкий риск,высокий риск
65899,221616.62,2025-03-15 18:44:50,Бразилия,Морозов Дмитрий Иосифович,407020131473225662,Низкий риск,высокий риск
65900,213418.00,2024-10-21 10:27:28,Никарагуа,Пономарев Алевтина Тарасович,407027876927717238,Санкционная (высокий риск),высокий риск
65901,241145.20,2024-10-08 11:30:01,Саудовская Аравия,Тарасова Ярополк Робертовна,407020768179032620,Низкий риск,высокий риск
65902,121079.70,2024-09-22 06:47:00,Нигерия,Михайлов Ермолай Оскаровна,407020986151040912,Серый список FATF (риск),высокий риск
65903,206330.29,2024-06-16 15:02:54,Нигерия,Ефремов Татьяна Гавриилович,407027382855792179,Серый список FATF (риск),высокий риск
65904,16323.63,2024-10-24 08:43:53,Камерун,Галкин Лора Викторовна,407024645732982407,Низкий риск,низкий риск
65905,243507.86,2024-12-20 13:44:39,Замбия,Молчанова Орест Афанасьевич,407027011438863131,Низкий риск,высокий риск
65906,190410.88,2025-03-01 09:02:20,Португалия,Устинов Анастасия Львовна,407020067821431385,Низкий риск,высокий риск
65907,91285.27,2024-08-15 22:51:09,Латвия,Калинина Феофан Еремеевич,407029784052617125,Низкий риск,высокий риск
65908,95666.13,2024-11-13 15:04:00,Индонезия,Копылова Зосима Ефимович,407028622344292159,Низкий риск,высокий риск
65909,37375.52,2024-09-01 02:19:22,Мексика,Мишин Кир Витальевич,407022433722473948,Низкий риск,средний риск
65910,142520.91,2024-06-13 23:50:09,Гондурас,Кудрявцева Агата Степановна,407022693681622964,Низкий риск,высокий риск
65911,268812.35,2024-08-30 06:52:00,Алжир,Калинина Феофан Еремеевич,407029784052617125,Низкий риск,высокий риск
65912,150217.89,2025-03-06 02:02:29,Люксембург,Устинов Анастасия Львовна,407020067821431385,Низкий риск,высокий риск
65913,257562.07,2024-09-08 15:17:37,Судан,Фролов Андрон Ярославович,407024762708899642,Санкционная (высокий риск),высокий риск
65914,269411.10,2025-03-25 20:09:18,Вьетнам,Ефремов Татьяна Гавриилович,407027382855792179,Низкий риск,высокий риск
65915,206764.96,2025-01-04 08:36:30,Кипр,Мишин Кир Витальевич,407022433722473948,Офшор (риск),высокий риск
65916,1617.26,2025-02-17 13:03:50,Гондурас,Турова Леон Александрович,407026579325266148,Низкий риск,низкий риск
65917,175416.84,2025-04-28 06:36:44,Буркина-Фасо,Григорьев Сидор Валерьянович,407021422101636308,Серый список FATF (риск),высокий риск
65918,130191.68,2024-08-31 10:55:31,ОАЭ,Хохлова Евфросиния Егорович,407022921912713131,Серый список FATF (риск),высокий риск
65919,174543.22,2024-12-26 18:41:18,Нигерия,Громова Порфирий Матвеевна,407028855134468059,Серый список FATF (риск),высокий риск
65920,98766.03,2024-06-20 13:01:00,Турция,Попов Глеб Валентиновна,407023333752568116,Серый список FATF (риск),высокий риск
65921,72710.47,2024-12-17 02:23:44,Зимбабве,Попов Глеб Валентиновна,407023333752568116,Санкционная (высокий риск),высокий риск
65922,188947.67,2024-11-21 20:22:19,Дания,Копылов Варфоломей Валентинович,407021751784656084,Низкий риск,высокий риск
65923,259603.14,2024-07-28 13:43:48,Перу,Бурова Андрон Филимонович,407029159343950331,Низкий риск,высокий риск
65924,247649.79,2024-12-18 14:06:36,Габон,Данилов Харитон Анисимович,407021911450758375,Низкий риск,высокий риск
65925,196210.43,2025-03-22 16:39:38,Лаос,Власов Прокофий Демьянович,407020440552063870,Низкий риск,высокий риск
65926,119149.81,2025-01-12 08:39:59,Перу,Иванова Эраст Харитонович,407022667374044683,Низкий риск,высокий риск
65927,143920.18,2024-11-20 02:51:29,Турция,Исаева Амвросий Эльдаровна,407022642841529921,Серый список FATF (риск),высокий риск
65928,36920.21,2025-04-20 10:45:30,Австрия,Лихачев Виктория Архиповна,407025480493393751,Низкий риск,средний риск
65929,76639.57,2025-04-27 03:05:51,Лаос,Иванова Эраст Харитонович,407022667374044683,Низкий риск,высокий риск
65930,194085.77,2024-06-13 16:17:48,Зимбабве,Кудрявцева Агата Степановна,407022693681622964,Санкционная (высокий риск),высокий риск
65931,201203.52,2024-07-15 13:31:30,Вьетнам,Мишин Кир Витальевич,407022433722473948,Низкий риск,высокий риск
65932,46419.12,2025-01-04 19:34:59,Чехия,Михеев Григорий Тимуровна,407029104046089535,Низкий риск,средний риск
65933,287388.81,2025-02-11 03:19:03,Эстония,Кононова Давыд Денисович,407029896933648536,Низкий риск,высокий риск
65934,147971.77,2025-01-18 16:29:49,Черногория,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,высокий риск
65935,281482.75,2025-04-03 11:18:04,Камерун,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,высокий риск
65936,143536.16,2024-07-19 15:44:55,Ирландия,Григорьев Сидор Валерьянович,407021422101636308,Низкий риск,высокий риск
65937,152295.07,2024-09-24 16:33:17,Ангола,Рогова Ипполит Богдановна,407024521165925159,Высокая коррупция (риск),высокий риск
